"","cow_id","breed"
"1","781","Holstein"
"2","780","Holstein"
"3","1016","Holstein"
"4","754","Holstein"
"5","755","Holstein"
"6","756","Holstein"
"7","757","Holstein"
"8","750","Holstein"
"9","751","Holstein"
"10","752","Holstein"
"11","753","Holstein"
"12","758","Holstein"
"13","759","Holstein"
"14","238","Holstein"
"15","239","Holstein"
"16","236","Holstein"
"17","237","Holstein"
"18","234","Holstein"
"19","235","Holstein"
"20","232","Holstein"
"21","233","Holstein"
"22","230","Holstein"
"23","231","Holstein"
"24","100","Holstein"
"25","128","Holstein"
"26","129","Holstein"
"27","240","Holstein"
"28","122","Holstein"
"29","123","Holstein"
"30","120","Holstein"
"31","121","Holstein"
"32","126","Holstein"
"33","127","Holstein"
"34","124","Holstein"
"35","125","Holstein"
"36","628","Holstein"
"37","629","Holstein"
"38","624","Holstein"
"39","625","Holstein"
"40","626","Holstein"
"41","627","Holstein"
"42","620","Holstein"
"43","621","Holstein"
"44","622","Holstein"
"45","623","Holstein"
"46","718","Holstein"
"47","719","Holstein"
"48","710","Holstein"
"49","711","Holstein"
"50","712","Holstein"
"51","713","Holstein"
"52","714","Holstein"
"53","715","Holstein"
"54","716","Holstein"
"55","717","Holstein"
"56","379","Holstein"
"57","378","Holstein"
"58","377","Holstein"
"59","376","Holstein"
"60","375","Holstein"
"61","493","Holstein"
"62","492","Holstein"
"63","177","Holstein"
"64","176","Holstein"
"65","769","Holstein"
"66","768","Holstein"
"67","765","Holstein"
"68","497","Holstein"
"69","767","Holstein"
"70","766","Holstein"
"71","761","Holstein"
"72","760","Holstein"
"73","763","Holstein"
"74","496","Holstein"
"75","494","Holstein"
"76","660","Holstein"
"77","661","Holstein"
"78","662","Holstein"
"79","663","Holstein"
"80","664","Holstein"
"81","665","Holstein"
"82","666","Holstein"
"83","667","Holstein"
"84","668","Holstein"
"85","669","Holstein"
"86","153","Holstein"
"87","152","Holstein"
"88","151","Holstein"
"89","150","Holstein"
"90","157","Holstein"
"91","156","Holstein"
"92","155","Holstein"
"93","154","Holstein"
"94","159","Holstein"
"95","158","Holstein"
"96","101","Holstein"
"97","615","Holstein"
"98","614","Holstein"
"99","617","Holstein"
"100","616","Holstein"
"101","611","Holstein"
"102","610","Holstein"
"103","613","Holstein"
"104","612","Holstein"
"105","619","Holstein"
"106","618","Holstein"
"107","1014","Holstein"
"108","1015","Holstein"
"109","1007","Holstein"
"110","1008","Holstein"
"111","1009","Holstein"
"112","1010","Holstein"
"113","1011","Holstein"
"114","1012","Holstein"
"115","1013","Holstein"
"116","721","Holstein"
"117","720","Holstein"
"118","723","Holstein"
"119","722","Holstein"
"120","725","Holstein"
"121","724","Holstein"
"122","727","Holstein"
"123","726","Holstein"
"124","729","Holstein"
"125","728","Holstein"
"126","208","Holstein"
"127","203","Holstein"
"128","202","Holstein"
"129","201","Holstein"
"130","200","Holstein"
"131","207","Holstein"
"132","206","Holstein"
"133","205","Holstein"
"134","204","Holstein"
"135","117","Holstein"
"136","116","Holstein"
"137","115","Holstein"
"138","114","Holstein"
"139","113","Holstein"
"140","112","Holstein"
"141","111","Holstein"
"142","110","Holstein"
"143","119","Holstein"
"144","118","Holstein"
"145","762","Holstein"
"146","659","Holstein"
"147","658","Holstein"
"148","651","Holstein"
"149","650","Holstein"
"150","653","Holstein"
"151","652","Holstein"
"152","655","Holstein"
"153","654","Holstein"
"154","657","Holstein"
"155","656","Holstein"
"156","188","Holstein"
"157","707","Holstein"
"158","706","Holstein"
"159","705","Holstein"
"160","704","Holstein"
"161","703","Holstein"
"162","244","Holstein"
"163","243","Holstein"
"164","242","Holstein"
"165","241","Holstein"
"166","702","Holstein"
"167","701","Holstein"
"168","187","Holstein"
"169","471","Holstein"
"170","470","Holstein"
"171","472","Holstein"
"172","98","Holstein"
"173","99","Holstein"
"174","778","Holstein"
"175","779","Holstein"
"176","776","Holstein"
"177","777","Holstein"
"178","774","Holstein"
"179","775","Holstein"
"180","772","Holstein"
"181","773","Holstein"
"182","770","Holstein"
"183","771","Holstein"
"184","391","Holstein"
"185","390","Holstein"
"186","393","Holstein"
"187","392","Holstein"
"188","395","Holstein"
"189","394","Holstein"
"190","397","Holstein"
"191","396","Holstein"
"192","699","Holstein"
"193","698","Holstein"
"194","695","Holstein"
"195","694","Holstein"
"196","697","Holstein"
"197","696","Holstein"
"198","691","Holstein"
"199","690","Holstein"
"200","693","Holstein"
"201","692","Holstein"
"202","148","Holstein"
"203","149","Holstein"
"204","144","Holstein"
"205","145","Holstein"
"206","146","Holstein"
"207","147","Holstein"
"208","140","Holstein"
"209","141","Holstein"
"210","142","Holstein"
"211","143","Holstein"
"212","606","Holstein"
"213","607","Holstein"
"214","604","Holstein"
"215","605","Holstein"
"216","602","Holstein"
"217","603","Holstein"
"218","600","Holstein"
"219","601","Holstein"
"220","608","Holstein"
"221","609","Holstein"
"222","599","Holstein"
"223","214","Holstein"
"224","215","Holstein"
"225","730","Holstein"
"226","731","Holstein"
"227","736","Holstein"
"228","211","Holstein"
"229","212","Holstein"
"230","735","Holstein"
"231","197","Holstein"
"232","196","Holstein"
"233","195","Holstein"
"234","194","Holstein"
"235","193","Holstein"
"236","192","Holstein"
"237","191","Holstein"
"238","190","Holstein"
"239","787","Holstein"
"240","786","Holstein"
"241","785","Holstein"
"242","784","Holstein"
"243","104","Holstein"
"244","105","Holstein"
"245","106","Holstein"
"246","107","Holstein"
"247","108","Holstein"
"248","109","Holstein"
"249","789","Holstein"
"250","788","Holstein"
"251","648","Holstein"
"252","649","Holstein"
"253","642","Holstein"
"254","643","Holstein"
"255","640","Holstein"
"256","641","Holstein"
"257","646","Holstein"
"258","647","Holstein"
"259","644","Holstein"
"260","645","Holstein"
"261","175","Holstein"
"262","174","Holstein"
"263","491","Holstein"
"264","490","Holstein"
"265","171","Holstein"
"266","170","Holstein"
"267","173","Holstein"
"268","172","Holstein"
"269","179","Holstein"
"270","178","Holstein"
"271","732","Holstein"
"272","764","Holstein"
"273","733","Holstein"
"274","216","Holstein"
"275","743","Holstein"
"276","217","Holstein"
"277","742","Holstein"
"278","210","Holstein"
"279","227","Holstein"
"280","737","Holstein"
"281","740","Holstein"
"282","734","Holstein"
"283","747","Holstein"
"284","198","Holstein"
"285","746","Holstein"
"286","745","Holstein"
"287","744","Holstein"
"288","738","Holstein"
"289","739","Holstein"
"290","218","Holstein"
"291","468","Holstein"
"292","469","Holstein"
"293","219","Holstein"
"294","749","Holstein"
"295","748","Holstein"
"296","229","Holstein"
"297","228","Holstein"
"298","225","Holstein"
"299","224","Holstein"
"300","741","Holstein"
"301","226","Holstein"
"302","221","Holstein"
"303","220","Holstein"
"304","223","Holstein"
"305","222","Holstein"
"306","388","Holstein"
"307","389","Holstein"
"308","382","Holstein"
"309","383","Holstein"
"310","380","Holstein"
"311","381","Holstein"
"312","386","Holstein"
"313","387","Holstein"
"314","384","Holstein"
"315","385","Holstein"
"316","688","Holstein"
"317","689","Holstein"
"318","686","Holstein"
"319","687","Holstein"
"320","684","Holstein"
"321","685","Holstein"
"322","682","Holstein"
"323","683","Holstein"
"324","680","Holstein"
"325","681","Holstein"
"326","139","Holstein"
"327","138","Holstein"
"328","199","Holstein"
"329","131","Holstein"
"330","130","Holstein"
"331","133","Holstein"
"332","132","Holstein"
"333","135","Holstein"
"334","134","Holstein"
"335","137","Holstein"
"336","136","Holstein"
"337","633","Holstein"
"338","632","Holstein"
"339","631","Holstein"
"340","630","Holstein"
"341","637","Holstein"
"342","636","Holstein"
"343","635","Holstein"
"344","634","Holstein"
"345","639","Holstein"
"346","638","Holstein"
"347","1001","Holstein"
"348","1000","Holstein"
"349","1003","Holstein"
"350","1002","Holstein"
"351","1005","Holstein"
"352","1004","Holstein"
"353","1006","Holstein"
"354","213","Holstein"
"355","189","Holstein"
"356","709","Holstein"
"357","708","Holstein"
"358","180","Holstein"
"359","181","Holstein"
"360","182","Holstein"
"361","183","Holstein"
"362","184","Holstein"
"363","185","Holstein"
"364","186","Holstein"
"365","700","Holstein"
"366","790","Holstein"
"367","791","Holstein"
"368","792","Holstein"
"369","793","Holstein"
"370","794","Holstein"
"371","795","Holstein"
"372","796","Holstein"
"373","797","Holstein"
"374","798","Holstein"
"375","799","Holstein"
"376","677","Holstein"
"377","676","Holstein"
"378","675","Holstein"
"379","674","Holstein"
"380","673","Holstein"
"381","672","Holstein"
"382","671","Holstein"
"383","670","Holstein"
"384","679","Holstein"
"385","678","Holstein"
"386","166","Holstein"
"387","167","Holstein"
"388","164","Holstein"
"389","165","Holstein"
"390","162","Holstein"
"391","163","Holstein"
"392","160","Holstein"
"393","161","Holstein"
"394","102","Holstein"
"395","168","Holstein"
"396","169","Holstein"
"397","103","Holstein"
"398","783","Holstein"
"399","782","Holstein"
"400","579","Holstein"
"401","32","Holstein"
"402","62","Holstein"
"403","81","Holstein"
"404","96","Holstein"
"405","82","Holstein"
"406","303","Holstein"
"407","300","Holstein"
"408","301","Holstein"
"409","306","Holstein"
"410","307","Holstein"
"411","304","Holstein"
"412","305","Holstein"
"413","308","Holstein"
"414","309","Holstein"
"415","17","Holstein"
"416","459","Holstein"
"417","458","Holstein"
"418","457","Holstein"
"419","456","Holstein"
"420","455","Holstein"
"421","454","Holstein"
"422","453","Holstein"
"423","452","Holstein"
"424","451","Holstein"
"425","450","Holstein"
"426","42","Holstein"
"427","570","Holstein"
"428","18","Holstein"
"429","571","Holstein"
"430","74","Holstein"
"431","89","Holstein"
"432","529","Holstein"
"433","528","Holstein"
"434","523","Holstein"
"435","522","Holstein"
"436","521","Holstein"
"437","38","Holstein"
"438","527","Holstein"
"439","526","Holstein"
"440","525","Holstein"
"441","524","Holstein"
"442","283","Holstein"
"443","282","Holstein"
"444","281","Holstein"
"445","37","Holstein"
"446","287","Holstein"
"447","286","Holstein"
"448","285","Holstein"
"449","284","Holstein"
"450","289","Holstein"
"451","288","Holstein"
"452","28","Holstein"
"453","23","Holstein"
"454","80","Holstein"
"455","44","Holstein"
"456","272","Holstein"
"457","273","Holstein"
"458","270","Holstein"
"459","271","Holstein"
"460","276","Holstein"
"461","277","Holstein"
"462","274","Holstein"
"463","275","Holstein"
"464","278","Holstein"
"465","279","Holstein"
"466","47","Holstein"
"467","373","Holstein"
"468","372","Holstein"
"469","371","Holstein"
"470","370","Holstein"
"471","91","Holstein"
"472","11","Holstein"
"473","374","Holstein"
"474","53","Holstein"
"475","92","Holstein"
"476","404","Holstein"
"477","405","Holstein"
"478","406","Holstein"
"479","39","Holstein"
"480","400","Holstein"
"481","401","Holstein"
"482","402","Holstein"
"483","403","Holstein"
"484","10","Holstein"
"485","566","Holstein"
"486","565","Holstein"
"487","75","Holstein"
"488","408","Holstein"
"489","409","Holstein"
"490","65","Holstein"
"491","12","Holstein"
"492","34","Holstein"
"493","14","Holstein"
"494","5","Holstein"
"495","86","Holstein"
"496","70","Holstein"
"497","41","Holstein"
"498","46","Holstein"
"499","33","Holstein"
"500","68","Holstein"
"501","35","Holstein"
"502","13","Holstein"
"503","585","Holstein"
"504","584","Holstein"
"505","587","Holstein"
"506","586","Holstein"
"507","581","Holstein"
"508","580","Holstein"
"509","583","Holstein"
"510","582","Holstein"
"511","589","Holstein"
"512","588","Holstein"
"513","339","Holstein"
"514","338","Holstein"
"515","337","Holstein"
"516","336","Holstein"
"517","335","Holstein"
"518","334","Holstein"
"519","333","Holstein"
"520","76","Holstein"
"521","331","Holstein"
"522","330","Holstein"
"523","407","Holstein"
"524","56","Holstein"
"525","61","Holstein"
"526","49","Holstein"
"527","567","Holstein"
"528","448","Holstein"
"529","449","Holstein"
"530","564","Holstein"
"531","440","Holstein"
"532","441","Holstein"
"533","443","Holstein"
"534","444","Holstein"
"535","445","Holstein"
"536","446","Holstein"
"537","447","Holstein"
"538","93","Holstein"
"539","15","Holstein"
"540","77","Holstein"
"541","29","Holstein"
"542","94","Holstein"
"543","71","Holstein"
"544","568","Holstein"
"545","72","Holstein"
"546","73","Holstein"
"547","534","Holstein"
"548","535","Holstein"
"549","536","Holstein"
"550","537","Holstein"
"551","530","Holstein"
"552","531","Holstein"
"553","532","Holstein"
"554","533","Holstein"
"555","538","Holstein"
"556","539","Holstein"
"557","439","Holstein"
"558","438","Holstein"
"559","435","Holstein"
"560","434","Holstein"
"561","437","Holstein"
"562","436","Holstein"
"563","431","Holstein"
"564","430","Holstein"
"565","433","Holstein"
"566","432","Holstein"
"567","298","Holstein"
"568","299","Holstein"
"569","294","Holstein"
"570","295","Holstein"
"571","296","Holstein"
"572","297","Holstein"
"573","290","Holstein"
"574","291","Holstein"
"575","292","Holstein"
"576","293","Holstein"
"577","26","Holstein"
"578","7","Holstein"
"579","85","Holstein"
"580","30","Holstein"
"581","54","Holstein"
"582","64","Holstein"
"583","563","Holstein"
"584","562","Holstein"
"585","561","Holstein"
"586","40","Holstein"
"587","57","Holstein"
"588","364","Holstein"
"589","365","Holstein"
"590","366","Holstein"
"591","367","Holstein"
"592","360","Holstein"
"593","361","Holstein"
"594","362","Holstein"
"595","248","Holstein"
"596","247","Holstein"
"597","246","Holstein"
"598","245","Holstein"
"599","368","Holstein"
"600","369","Holstein"
"601","560","Holstein"
"602","578","Holstein"
"603","311","Holstein"
"604","477","Holstein"
"605","476","Holstein"
"606","479","Holstein"
"607","478","Holstein"
"608","572","Holstein"
"609","573","Holstein"
"610","574","Holstein"
"611","575","Holstein"
"612","576","Holstein"
"613","577","Holstein"
"614","319","Holstein"
"615","318","Holstein"
"616","509","Holstein"
"617","508","Holstein"
"618","87","Holstein"
"619","505","Holstein"
"620","504","Holstein"
"621","507","Holstein"
"622","506","Holstein"
"623","501","Holstein"
"624","500","Holstein"
"625","503","Holstein"
"626","502","Holstein"
"627","83","Holstein"
"628","69","Holstein"
"629","20","Holstein"
"630","594","Holstein"
"631","592","Holstein"
"632","593","Holstein"
"633","590","Holstein"
"634","591","Holstein"
"635","19","Holstein"
"636","328","Holstein"
"637","329","Holstein"
"638","320","Holstein"
"639","321","Holstein"
"640","322","Holstein"
"641","323","Holstein"
"642","324","Holstein"
"643","325","Holstein"
"644","326","Holstein"
"645","327","Holstein"
"646","569","Holstein"
"647","556","Holstein"
"648","550","Holstein"
"649","52","Holstein"
"650","359","Holstein"
"651","358","Holstein"
"652","31","Holstein"
"653","354","Holstein"
"654","357","Holstein"
"655","356","Holstein"
"656","351","Holstein"
"657","350","Holstein"
"658","353","Holstein"
"659","352","Holstein"
"660","520","Holstein"
"661","541","Holstein"
"662","540","Holstein"
"663","543","Holstein"
"664","542","Holstein"
"665","545","Holstein"
"666","544","Holstein"
"667","547","Holstein"
"668","546","Holstein"
"669","549","Holstein"
"670","548","Holstein"
"671","280","Holstein"
"672","310","Holstein"
"673","428","Holstein"
"674","429","Holstein"
"675","426","Holstein"
"676","424","Holstein"
"677","425","Holstein"
"678","422","Holstein"
"679","423","Holstein"
"680","420","Holstein"
"681","421","Holstein"
"682","499","Holstein"
"683","498","Holstein"
"684","22","Holstein"
"685","97","Holstein"
"686","88","Holstein"
"687","60","Holstein"
"688","258","Holstein"
"689","259","Holstein"
"690","313","Holstein"
"691","312","Holstein"
"692","315","Holstein"
"693","314","Holstein"
"694","317","Holstein"
"695","316","Holstein"
"696","250","Holstein"
"697","251","Holstein"
"698","252","Holstein"
"699","253","Holstein"
"700","254","Holstein"
"701","255","Holstein"
"702","256","Holstein"
"703","257","Holstein"
"704","59","Holstein"
"705","58","Holstein"
"706","462","Holstein"
"707","463","Holstein"
"708","460","Holstein"
"709","461","Holstein"
"710","466","Holstein"
"711","467","Holstein"
"712","464","Holstein"
"713","465","Holstein"
"714","55","Holstein"
"715","67","Holstein"
"716","24","Holstein"
"717","79","Holstein"
"718","27","Holstein"
"719","25","Holstein"
"720","8","Holstein"
"721","43","Holstein"
"722","51","Holstein"
"723","355","Holstein"
"724","518","Holstein"
"725","519","Holstein"
"726","516","Holstein"
"727","514","Holstein"
"728","515","Holstein"
"729","63","Holstein"
"730","513","Holstein"
"731","510","Holstein"
"732","511","Holstein"
"733","249","Holstein"
"734","363","Holstein"
"735","66","Holstein"
"736","78","Holstein"
"737","50","Holstein"
"738","6","Holstein"
"739","9","Holstein"
"740","45","Holstein"
"741","95","Holstein"
"742","16","Holstein"
"743","261","Holstein"
"744","260","Holstein"
"745","263","Holstein"
"746","262","Holstein"
"747","265","Holstein"
"748","264","Holstein"
"749","267","Holstein"
"750","266","Holstein"
"751","269","Holstein"
"752","268","Holstein"
"753","332","Holstein"
"754","348","Holstein"
"755","349","Holstein"
"756","346","Holstein"
"757","347","Holstein"
"758","344","Holstein"
"759","345","Holstein"
"760","342","Holstein"
"761","343","Holstein"
"762","340","Holstein"
"763","341","Holstein"
"764","21","Holstein"
"765","552","Holstein"
"766","553","Holstein"
"767","36","Holstein"
"768","551","Holstein"
"769","90","Holstein"
"770","557","Holstein"
"771","555","Holstein"
"772","558","Holstein"
"773","559","Holstein"
"774","84","Holstein"
"775","419","Holstein"
"776","418","Holstein"
"777","413","Holstein"
"778","412","Holstein"
"779","411","Holstein"
"780","410","Holstein"
"781","417","Holstein"
"782","416","Holstein"
"783","415","Holstein"
"784","414","Holstein"
"785","512","Holstein"
"786","48","Holstein"
"787","488","Holstein"
"788","489","Holstein"
"789","484","Holstein"
"790","485","Holstein"
"791","486","Holstein"
"792","487","Holstein"
"793","480","Holstein"
"794","481","Holstein"
"795","482","Holstein"
"796","483","Holstein"
"797","952","NordicRed"
"798","953","NordicRed"
"799","950","NordicRed"
"800","951","NordicRed"
"801","956","NordicRed"
"802","957","NordicRed"
"803","954","NordicRed"
"804","955","NordicRed"
"805","958","NordicRed"
"806","959","NordicRed"
"807","823","NordicRed"
"808","822","NordicRed"
"809","821","NordicRed"
"810","820","NordicRed"
"811","829","NordicRed"
"812","828","NordicRed"
"813","845","NordicRed"
"814","844","NordicRed"
"815","847","NordicRed"
"816","846","NordicRed"
"817","841","NordicRed"
"818","840","NordicRed"
"819","843","NordicRed"
"820","842","NordicRed"
"821","849","NordicRed"
"822","848","NordicRed"
"823","969","NordicRed"
"824","968","NordicRed"
"825","967","NordicRed"
"826","966","NordicRed"
"827","965","NordicRed"
"828","964","NordicRed"
"829","963","NordicRed"
"830","962","NordicRed"
"831","961","NordicRed"
"832","960","NordicRed"
"833","830","NordicRed"
"834","831","NordicRed"
"835","832","NordicRed"
"836","833","NordicRed"
"837","834","NordicRed"
"838","835","NordicRed"
"839","836","NordicRed"
"840","837","NordicRed"
"841","838","NordicRed"
"842","839","NordicRed"
"843","856","NordicRed"
"844","857","NordicRed"
"845","854","NordicRed"
"846","855","NordicRed"
"847","852","NordicRed"
"848","853","NordicRed"
"849","850","NordicRed"
"850","851","NordicRed"
"851","858","NordicRed"
"852","859","NordicRed"
"853","978","NordicRed"
"854","979","NordicRed"
"855","970","NordicRed"
"856","971","NordicRed"
"857","972","NordicRed"
"858","973","NordicRed"
"859","974","NordicRed"
"860","975","NordicRed"
"861","976","NordicRed"
"862","977","NordicRed"
"863","863","NordicRed"
"864","862","NordicRed"
"865","861","NordicRed"
"866","860","NordicRed"
"867","867","NordicRed"
"868","866","NordicRed"
"869","865","NordicRed"
"870","864","NordicRed"
"871","869","NordicRed"
"872","868","NordicRed"
"873","909","NordicRed"
"874","908","NordicRed"
"875","905","NordicRed"
"876","904","NordicRed"
"877","907","NordicRed"
"878","906","NordicRed"
"879","901","NordicRed"
"880","900","NordicRed"
"881","903","NordicRed"
"882","902","NordicRed"
"883","985","NordicRed"
"884","984","NordicRed"
"885","987","NordicRed"
"886","986","NordicRed"
"887","981","NordicRed"
"888","980","NordicRed"
"889","983","NordicRed"
"890","982","NordicRed"
"891","989","NordicRed"
"892","988","NordicRed"
"893","878","NordicRed"
"894","879","NordicRed"
"895","874","NordicRed"
"896","875","NordicRed"
"897","876","NordicRed"
"898","877","NordicRed"
"899","870","NordicRed"
"900","871","NordicRed"
"901","872","NordicRed"
"902","873","NordicRed"
"903","918","NordicRed"
"904","919","NordicRed"
"905","916","NordicRed"
"906","917","NordicRed"
"907","914","NordicRed"
"908","915","NordicRed"
"909","912","NordicRed"
"910","913","NordicRed"
"911","910","NordicRed"
"912","911","NordicRed"
"913","996","NordicRed"
"914","997","NordicRed"
"915","994","NordicRed"
"916","995","NordicRed"
"917","992","NordicRed"
"918","993","NordicRed"
"919","990","NordicRed"
"920","991","NordicRed"
"921","998","NordicRed"
"922","999","NordicRed"
"923","809","NordicRed"
"924","808","NordicRed"
"925","801","NordicRed"
"926","800","NordicRed"
"927","803","NordicRed"
"928","802","NordicRed"
"929","805","NordicRed"
"930","804","NordicRed"
"931","807","NordicRed"
"932","806","NordicRed"
"933","929","NordicRed"
"934","928","NordicRed"
"935","923","NordicRed"
"936","922","NordicRed"
"937","921","NordicRed"
"938","920","NordicRed"
"939","927","NordicRed"
"940","926","NordicRed"
"941","925","NordicRed"
"942","924","NordicRed"
"943","818","NordicRed"
"944","819","NordicRed"
"945","812","NordicRed"
"946","813","NordicRed"
"947","810","NordicRed"
"948","811","NordicRed"
"949","816","NordicRed"
"950","817","NordicRed"
"951","814","NordicRed"
"952","815","NordicRed"
"953","934","NordicRed"
"954","935","NordicRed"
"955","936","NordicRed"
"956","937","NordicRed"
"957","930","NordicRed"
"958","931","NordicRed"
"959","932","NordicRed"
"960","933","NordicRed"
"961","938","NordicRed"
"962","939","NordicRed"
"963","881","NordicRed"
"964","880","NordicRed"
"965","883","NordicRed"
"966","882","NordicRed"
"967","885","NordicRed"
"968","884","NordicRed"
"969","887","NordicRed"
"970","886","NordicRed"
"971","889","NordicRed"
"972","888","NordicRed"
"973","941","NordicRed"
"974","940","NordicRed"
"975","943","NordicRed"
"976","942","NordicRed"
"977","945","NordicRed"
"978","944","NordicRed"
"979","947","NordicRed"
"980","946","NordicRed"
"981","949","NordicRed"
"982","948","NordicRed"
"983","892","NordicRed"
"984","893","NordicRed"
"985","890","NordicRed"
"986","896","NordicRed"
"987","897","NordicRed"
"988","894","NordicRed"
"989","895","NordicRed"
"990","898","NordicRed"
"991","899","NordicRed"
